number_rounds; #Wolves; #Preys; Wolf_Type; Homogeneous?; #Wolves_to_catch_preys; Visibility; Min_Preys_Captured
18;;;;;;;
72;;;;;;;
22;;;;;;;
84;;;;;;;
84;;;;;;;
40;;;;;;;
108;;;;;;;
32;;;;;;;
328;;;;;;;
111;;;;;;;
31;;;;;;;
20;;;;;;;
29;;;;;;;
116;;;;;;;
12;;;;;;;
36;;;;;;;
62;;;;;;;
133;;;;;;;
94;;;;;;;
15;;;;;;;
45;;;;;;;
22;;;;;;;
197;;;;;;;
7;;;;;;;
46;;;;;;;
30;;;;;;;
291;;;;;;;
8;;;;;;;
80;;;;;;;
38;;;;;;;
34;;;;;;;
19;;;;;;;
61;;;;;;;
13;;;;;;;
37;;;;;;;
27;;;;;;;
16;;;;;;;
72;;;;;;;
15;;;;;;;
138;;;;;;;
23;;;;;;;
88;;;;;;;
22;;;;;;;
21;;;;;;;
12;;;;;;;
34;;;;;;;
25;;;;;;;
75;;;;;;;
117;;;;;;;
36;;;;;;;
18;;;;;;;
19;;;;;;;
70;;;;;;;
151;;;;;;;
61;;;;;;;
20;;;;;;;
18;;;;;;;
21;;;;;;;
26;;;;;;;
35;;;;;;;
72;;;;;;;
225;;;;;;;
216;;;;;;;
17;;;;;;;
75;;;;;;;
39;;;;;;;
141;;;;;;;
27;;;;;;;
59;;;;;;;
33;;;;;;;
39;;;;;;;
83;;;;;;;
161;;;;;;;
30;;;;;;;
13;;;;;;;
24;;;;;;;
252;;;;;;;
150;;;;;;;
91;;;;;;;
12;;;;;;;
177;;;;;;;
43;;;;;;;
33;;;;;;;
80;;;;;;;
86;;;;;;;
146;;;;;;;
34;;;;;;;
246;;;;;;;
56;;;;;;;
37;;;;;;;
68;;;;;;;
79;;;;;;;
6;;;;;;;
33;;;;;;;
33;;;;;;;
289;;;;;;;
64;;;;;;;
27;;;;;;;
71;;;;;;;
107;;;;;;;
40;;;;;;;
98;;;;;;;
123;;;;;;;
40;;;;;;;
37;;;;;;;
134;;;;;;;
20;;;;;;;
20;;;;;;;
24;;;;;;;
79;;;;;;;
27;;;;;;;
69;;;;;;;
15;;;;;;;
311;;;;;;;
131;;;;;;;
26;;;;;;;
39;;;;;;;
25;;;;;;;
23;;;;;;;
35;;;;;;;
222;;;;;;;
11;;;;;;;
36;;;;;;;
15;;;;;;;
50;;;;;;;
55;;;;;;;
15;;;;;;;
228;;;;;;;
47;;;;;;;
12;;;;;;;
87;;;;;;;
27;;;;;;;
17;;;;;;;
9;;;;;;;
91;;;;;;;
210;;;;;;;
46;;;;;;;
27;;;;;;;
41;;;;;;;
59;;;;;;;
27;;;;;;;
38;;;;;;;
37;;;;;;;
10;;;;;;;
15;;;;;;;
65;;;;;;;
21;;;;;;;
19;;;;;;;
152;;;;;;;
21;;;;;;;
102;;;;;;;
393;;;;;;;
10;;;;;;;
20;;;;;;;
48;;;;;;;
38;;;;;;;
4;;;;;;;
21;;;;;;;
112;;;;;;;
9;;;;;;;
7;;;;;;;
25;;;;;;;
12;;;;;;;
133;;;;;;;
33;;;;;;;
27;;;;;;;
66;;;;;;;
24;;;;;;;
21;;;;;;;
58;;;;;;;
7;;;;;;;
44;;;;;;;
188;;;;;;;
83;;;;;;;
28;;;;;;;
34;;;;;;;
262;;;;;;;
13;;;;;;;
48;;;;;;;
52;;;;;;;
21;;;;;;;
8;;;;;;;
55;;;;;;;
49;;;;;;;
50;;;;;;;
10;;;;;;;
95;;;;;;;
24;;;;;;;
49;;;;;;;
9;;;;;;;
19;;;;;;;
88;;;;;;;
25;;;;;;;
34;;;;;;;
31;;;;;;;
26;;;;;;;
329;;;;;;;
20;;;;;;;
147;;;;;;;
171;;;;;;;
25;;;;;;;
29;;;;;;;
18;;;;;;;
22;;;;;;;
100;;;;;;;
19;;;;;;;
39;;;;;;;
17;;;;;;;
37;;;;;;;
347;;;;;;;
195;;;;;;;
27;;;;;;;
34;;;;;;;
21;;;;;;;
20;;;;;;;
38;;;;;;;
22;;;;;;;
42;;;;;;;
168;;;;;;;
47;;;;;;;
160;;;;;;;
130;;;;;;;
274;;;;;;;
16;;;;;;;
19;;;;;;;
25;;;;;;;
40;;;;;;;
9;;;;;;;
134;;;;;;;
75;;;;;;;
256;;;;;;;
123;;;;;;;
42;;;;;;;
32;;;;;;;
197;;;;;;;
123;;;;;;;
21;;;;;;;
129;;;;;;;
32;;;;;;;
138;;;;;;;
18;;;;;;;
25;;;;;;;
50;;;;;;;
43;;;;;;;
87;;;;;;;
206;;;;;;;
292;;;;;;;
64;;;;;;;
124;;;;;;;
18;;;;;;;
35;;;;;;;
301;;;;;;;
48;;;;;;;
113;;;;;;;
33;;;;;;;
80;;;;;;;
33;;;;;;;
173;;;;;;;
24;;;;;;;
14;;;;;;;
11;;;;;;;
54;;;;;;;
27;;;;;;;
55;;;;;;;
234;;;;;;;
147;;;;;;;
115;;;;;;;
33;;;;;;;
225;;;;;;;
20;;;;;;;
64;;;;;;;
65;;;;;;;
158;;;;;;;
39;;;;;;;
8;;;;;;;
43;;;;;;;
22;;;;;;;
19;;;;;;;
224;;;;;;;
22;;;;;;;
69;;;;;;;
20;;;;;;;
180;;;;;;;
14;;;;;;;
290;;;;;;;
373;;;;;;;
88;;;;;;;
175;;;;;;;
43;;;;;;;
174;;;;;;;
204;;;;;;;
48;;;;;;;
102;;;;;;;
18;;;;;;;
30;;;;;;;
91;;;;;;;
99;;;;;;;
16;;;;;;;
199;;;;;;;
13;;;;;;;
155;;;;;;;
29;;;;;;;
54;;;;;;;
106;;;;;;;
17;;;;;;;
114;;;;;;;
96;;;;;;;
120;;;;;;;
7;;;;;;;
91;;;;;;;
3;;;;;;;
32;;;;;;;
27;;;;;;;
36;;;;;;;
128;;;;;;;
12;;;;;;;
26;;;;;;;
20;;;;;;;
65;;;;;;;
115;;;;;;;
161;;;;;;;
31;;;;;;;
88;;;;;;;
18;;;;;;;
34;;;;;;;
35;;;;;;;
479;;;;;;;
57;;;;;;;
43;;;;;;;
45;;;;;;;
26;;;;;;;
61;;;;;;;
23;;;;;;;
246;;;;;;;
65;;;;;;;
127;;;;;;;
333;;;;;;;
153;;;;;;;
68;;;;;;;
66;;;;;;;
43;;;;;;;
15;;;;;;;
74;;;;;;;
99;;;;;;;
246;;;;;;;
7;;;;;;;
118;;;;;;;
13;;;;;;;
26;;;;;;;
99;;;;;;;
110;;;;;;;
57;;;;;;;
18;;;;;;;
22;;;;;;;
14;;;;;;;
148;;;;;;;
112;;;;;;;
137;;;;;;;
24;;;;;;;
15;;;;;;;
196;;;;;;;
180;;;;;;;
42;;;;;;;
79;;;;;;;
33;;;;;;;
114;;;;;;;
270;;;;;;;
107;;;;;;;
50;;;;;;;
91;;;;;;;
49;;;;;;;
240;;;;;;;
37;;;;;;;
23;;;;;;;
5;;;;;;;
33;;;;;;;
59;;;;;;;
20;;;;;;;
50;;;;;;;
167;;;;;;;
59;;;;;;;
96;;;;;;;
20;;;;;;;
83;;;;;;;
16;;;;;;;
32;;;;;;;
98;;;;;;;
30;;;;;;;
19;;;;;;;
13;;;;;;;
53;;;;;;;
18;;;;;;;
57;;;;;;;
24;;;;;;;
16;;;;;;;
33;;;;;;;
17;;;;;;;
34;;;;;;;
188;;;;;;;
14;;;;;;;
384;;;;;;;
26;;;;;;;
